Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Duration
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,0.0,80.6285,4
CA-2016-114104,2016-11-20,2016-11-24,Standard Class,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0.0,236.2325,4
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992,4
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.6347,4
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858,4
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849,4
US-2014-100853,2014-09-14,2014-09-19,Standard Class,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12,5
US-2017-152366,2017-04-21,2017-04-25,Second Class,Shirley Jackson,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16,4
CA-2014-166191,2014-12-05,2014-12-09,Second Class,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,4
CA-2014-158274,2014-11-19,2014-11-24,Second Class,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,AT&T TR1909W,503.96,4,0.0,131.0296,5
CA-2015-102281,2015-10-12,2015-10-14,First Class,Mark Packer,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392,2
CA-2015-102281,2015-10-12,2015-10-14,First Class,Mark Packer,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764,2
CA-2014-133690,2014-08-03,2014-08-05,First Class,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875,2
US-2017-116701,2017-12-17,2017-12-21,Second Class,Logan Currie,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.284,2,0.8,-178.9668,4
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323,7
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,9,0.7,-950.4,7
CA-2015-169397,2015-12-24,2015-12-27,First Class,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,4,0.7,-383.9904,3
CA-2015-163055,2015-08-09,2015-08-16,Standard Class,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0.0,136.939,7
US-2017-100930,2017-04-07,2017-04-12,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048,5
US-2017-100930,2017-04-07,2017-04-12,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458,5
US-2017-100930,2017-04-07,2017-04-12,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.976,3,0.2,-7.7247,5
CA-2016-157749,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728,5
CA-2016-157749,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.513,5
CA-2014-131926,2014-06-01,2014-06-06,Second Class,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0.0,580.5394,5
CA-2014-131926,2014-06-01,2014-06-06,Second Class,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0.0,496.0725,5
CA-2016-145625,2016-09-11,2016-09-17,Standard Class,Kelly Collister,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,0.0,636.0003,6
CA-2016-146941,2016-12-10,2016-12-13,First Class,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.864,3
US-2015-159982,2015-11-28,2015-12-04,Standard Class,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647.904,6,0.2,56.6916,6
US-2014-106992,2014-09-19,2014-09-21,Second Class,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3,0.4,-509.997,2
US-2014-106992,2014-09-19,2014-09-21,Second Class,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,7,0.4,-251.9958,2
CA-2017-163979,2017-12-28,2018-01-02,Second Class,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0.0,210.4936,5
CA-2015-155334,2015-07-30,2015-07-31,First Class,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,0.0,92.3692,1
US-2015-161991,2015-09-26,2015-09-28,Second Class,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11,2
CA-2015-130890,2015-11-02,2015-11-06,Standard Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942,4
CA-2016-112697,2016-12-18,2016-12-20,Second Class,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372,2
CA-2016-112697,2016-12-18,2016-12-20,Second Class,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5,0.2,-204.3145,2
CA-2016-110772,2016-11-20,2016-11-24,Second Class,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032,4
CA-2014-111451,2014-12-26,2014-12-28,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592,2
CA-2014-111451,2014-12-26,2014-12-28,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88,2
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0.0,10.8248,6
US-2017-152380,2017-11-19,2017-11-23,Standard Class,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,BPI Conference Tables,219.075,3,0.5,-131.445,4
CA-2014-111003,2014-06-01,2014-06-06,Standard Class,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0.0,83.868,5
CA-2014-164973,2014-11-04,2014-11-09,Standard Class,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.0,1995.99,5
CA-2014-164973,2014-11-04,2014-11-09,Standard Class,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,Technology,Phones,Panasonic Kx-TS550,275.94,6,0.0,80.0226,5
CA-2014-164973,2014-11-04,2014-11-09,Standard Class,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,5
CA-2016-162138,2016-04-23,2016-04-27,Standard Class,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744,4
US-2016-141544,2016-08-30,2016-09-01,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762,2
US-2016-141544,2016-08-30,2016-09-01,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016,2
CA-2015-137946,2015-09-01,2015-09-04,Second Class,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,3
CA-2014-129924,2014-07-12,2014-07-17,Standard Class,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588,5
CA-2014-122336,2014-04-13,2014-04-17,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976,4
CA-2016-129714,2016-09-01,2016-09-03,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296,2
CA-2017-155698,2017-03-08,2017-03-11,First Class,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0.0,168.4384,3
CA-2017-144904,2017-09-25,2017-10-01,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704,6
CA-2016-155516,2016-10-21,2016-10-21,Same Day,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0.0,271.4192,0
US-2014-119137,2014-07-23,2014-07-27,Standard Class,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,8,0.2,179.1888,4
US-2017-134481,2017-08-27,2017-09-01,Standard Class,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848,5
US-2015-168935,2015-11-27,2015-12-02,Standard Class,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095,5
CA-2015-122756,2015-12-03,2015-12-07,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.638,4
US-2014-135972,2014-09-21,2014-09-23,Second Class,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0.0,701.9883,2
CA-2016-108987,2016-09-08,2016-09-10,Second Class,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528,2
CA-2017-117457,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913,4
CA-2017-117457,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,0.2,-112.9527,4
CA-2017-117457,2017-12-08,2017-12-12,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548,4
CA-2017-155705,2017-08-21,2017-08-23,Second Class,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.264,2
CA-2017-149160,2017-11-23,2017-11-26,Second Class,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,Office Supplies,Binders,GBC VeloBinder Manual Binding System,287.92,8,0.0,138.2016,3
US-2016-123750,2016-04-15,2016-04-21,Standard Class,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.588,2,0.7,-145.3508,6
US-2016-123750,2016-04-15,2016-04-21,Standard Class,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,6
CA-2016-127369,2016-06-06,2016-06-07,First Class,Dave Brooks,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,Letter Size Cart,714.3,5,0.0,207.147,1
CA-2016-147375,2016-06-12,2016-06-14,Second Class,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,0.3,43.1991,2
CA-2016-147375,2016-06-12,2016-06-14,Second Class,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,Xerox 1908,313.488,7,0.2,113.6394,2
CA-2016-166674,2016-04-01,2016-04-03,Second Class,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,0.0,71.2476,2
CA-2017-147277,2017-10-20,2017-10-24,Standard Class,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304,4
CA-2017-147277,2017-10-20,2017-10-24,Standard Class,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408,2,0.2,66.5408,4
US-2016-157945,2016-09-26,2016-10-01,Standard Class,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146,5
CA-2015-109638,2015-12-15,2015-12-22,Standard Class,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0.0,377.9622,7
CA-2016-109869,2016-04-22,2016-04-29,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,-814.4832,7
US-2015-101399,2015-01-17,2015-01-24,Standard Class,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614,7
CA-2014-144666,2014-11-09,2014-11-11,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,Technology,Phones,Samsung Galaxy Note 3,703.968,4,0.2,87.996,2
CA-2016-100790,2016-06-26,2016-07-02,Standard Class,John Grady,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0.0,84.51,6
CA-2017-140963,2017-06-10,2017-06-13,First Class,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5,0.15,-30.245,3
CA-2014-154627,2014-10-29,2014-10-31,First Class,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,Apple iPhone 5S,2735.952,6,0.2,341.994,2
US-2016-120929,2016-03-18,2016-03-21,Second Class,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,3,0.4,-94.941,3
CA-2016-126158,2016-07-25,2016-07-31,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,0.0,81.8432,6
US-2016-105578,2016-05-30,2016-06-04,Standard Class,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,5
CA-2015-145352,2015-03-16,2015-03-22,Standard Class,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5,0.0,3177.475,6
CA-2017-127432,2017-01-22,2017-01-27,Standard Class,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0.0,1379.977,5
CA-2017-127432,2017-01-22,2017-01-27,Standard Class,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0.0,56.301,5
CA-2017-113558,2017-10-21,2017-10-26,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,0.2,42.747,5
US-2015-138303,2015-09-03,2015-09-07,Standard Class,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248,1,0.2,-149.9058,4
CA-2016-168753,2016-05-29,2016-06-01,Second Class,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0.0,274.386,3
US-2017-122637,2017-09-03,2017-09-08,Second Class,Emily Phan,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616,7,0.8,-68.1856,5
CA-2015-134894,2015-12-07,2015-12-11,Standard Class,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0.0,70.98,4
CA-2014-140795,2014-02-01,2014-02-03,First Class,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0.0,206.316,2
US-2015-120161,2015-12-18,2015-12-23,Standard Class,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,9,0.2,-145.5246,5
CA-2014-103849,2014-05-11,2014-05-16,Standard Class,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928,5
CA-2016-136406,2016-04-15,2016-04-17,Second Class,Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.2,0.0,2
CA-2017-100650,2017-06-29,2017-07-03,Second Class,Dean Katz,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0.0,310.9872,4
CA-2016-113243,2016-06-10,2016-06-15,Standard Class,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,-217.048,5
